,location_key,longitude,latitude,nearest_intersection,floor_level,postal_code,dissemination_area
12195,79513437,-79.34376,43.79513,HWY 404 / Finch Ave E / Finch W 404 S Ramp,1,M2J 5G3,35202466
12196,73215003,-79.50038,43.73213,Buxton Rd / Exbury Rd,1,M3M 1S5,35201966
12200,81872150,-79.21508,43.81877,Morningside Ave / Old Finch Ave,1,M1B 4L1,35203938
12202,76274618,-79.46188000000001,43.76275,Barksdale Ave / Honiton St,1,M3H 4V7,35202101
12204,75914849,-79.48491,43.75919,Ceramic Rd / Le Page Crt,001,M3J 3J1,35202098
12205,67274876,-79.48763000000001,43.67276,Rockcliffe Blvd / Woolner Ave / Terry Dr / Lavender Creek Trl,004,M6N 4R8,35204094
12206,78614747,-79.47476,43.78618,Steeles Ave W / Gerry Fitzgerald Dr,001,M3J 3N2,35202098
12207,71544002,-79.40023000000001,43.71546,Yonge St / Craighurst Ave,996,M4P 2J5,35202337
12209,66994182,-79.41828000000001,43.66992,Manning Ave / Palmerston Gdns,999,M6G 1Z4,35200988
12213,60355052,-79.5052,43.60351,Sixth St / Birmingham St,001,M8V 3W7,35204698
12215,76514635,-79.46356,43.76514,Purdon Dr / Garthdale Crt,002,M3J 0G9,35202098
12217,65904218,-79.42188,43.659040000000005,Harbord St / Shaw St,999,M6G 3L6,35200920
12218,67494262,-79.42626,43.6749299999999,Marchmount Rd / Davenport Rd,999,M6G 2E2,35200977
12220,64164315,-79.43159,43.64163,Queen St W / Elm Grove Ave,002,M6K 1M1,35204661
12221,68594233,-79.42339,43.68594,Maplewood Ave / Kenwood Ave,003,M6C 1A3,35201106
12223,70724126,-79.4126199999999,43.7072,Castle Knock Rd / Kelway Blvd,001,M5N 1M2,35202942
12224,77062241,-79.22411,43.77066,Mountland Dr / Carew Gt,001,M1G 2P1,35203607
12233,70964405,-79.44059,43.70969,Glen Park Ave / Glencairn Ave / Hillmount Ave,001,M6B 2A2,35202301
12237,65294326,-79.4327,43.65292,Dufferin St / Dragon Alley Lane,003,M6H 1B2,35200932
12240,72324597,-79.45974,43.72325,Jane Osler Blvd / Cartwright Ave,B01,M6A 1L6,35202140
12241,67684933,-79.49333,43.67689,Cameo Cres / Ww E Jane N Alliance,001,M6N 4N3,35204452
12243,65394314,-79.4314699999999,43.6539099999999,Gladstone Ave / Lindsey Ave,B01,M6H 1B2,35200932
12245,64484031,-79.40311,43.64489,Bathurst St / Adelaide St W,011,M5V 2J6,35204894
12246,71724231,-79.42318,43.717220000000005,Shelborne Ave / Chicoutimi Ave,001,M6A 1Z9,35202386
12251,67743442,-79.34423000000001,43.677409999999895,Pape Ave / Harcourt Ave,002,M4K 1R3,35203820
12253,72202394,-79.23948,43.72209,Fermoy Rd / Willamere Dr,B01,M1M 1V3,35203281
12254,67414442,-79.44429000000001,43.67417,Via Italia / Peterborough Ave,001,M6H 2N1,35201148
12255,65245215,-79.5215,43.65245,Loyalist Rd / Oak Hampton Blvd,997,M9A 3N7,35201502
12257,68254643,-79.4644,43.68254,Rogers Rd / Rosethorn Ave,001,M6N 2B5,35201199
12258,68244219,-79.42197,43.68242,St Clair Ave W / Kenwood Ave,1,M6C 1A3,35201106
12261,75225129,-79.51294,43.75225,Driftwood Ave / London Green Crt,1,M3N 1K1,35204353
12263,66413984,-79.39844000000001,43.66411,Hoskin Ave / Harbord St / St George St,1,M5S 2K2,35200905
12265,75924210,-79.42108,43.75926,Sheppard Ave W / Fennell St,1,M2N 1N1,35202416
12270,79132220,-79.22204,43.791309999999896,HWY 401 / HWY 401,1,M1G 3T8,35204986
12271,78043456,-79.3457,43.7804,Kingslake Rd / Godstone Rd,001,M2J 3E8,35200301
12272,70815912,-79.59125,43.70815,Highway 27 N / Bethridge Rd / Grandstand S 27 N Ramp,1,M9W 7C8,35204479
12273,70883750,-79.3750599999999,43.70882,Parkhurst Blvd / Donegall Dr,B01,M4G 3C1,35202645
12275,79273001,-79.3001,43.7928,Harfleur Rd / Castle Hill Dr,B01,M1T 2Z3,35200148
12276,73745468,-79.54686,43.73749,Verobeach Blvd / Belleglade Crt,001,M9M 1S3,35201904
12279,69064612,-79.46126,43.69067,Caledonia Rd / Keith Ave,001,M6E 4Y2,35202212
12280,79911772,-79.17724,43.79917,HWY 401 / HWY 401,001,M1C 4Y1,35203692
12282,69933968,-79.39686,43.6993299999999,Yonge St / Millwood Rd,B01,M4S 1Z4,35202928
12284,67052904,-79.29043,43.67053,Bonfield Ave / Maclean Ave,001,M4E 1E6,35203801
12285,73216142,-79.6142699999999,43.73219,Humberline Dr / Woodlot Cres,B01,M9W 7H3,35204982
12287,71374978,-79.49784,43.7137,Rustic Rd / Hysel Rd,001,M6L 1M8,35204400
12288,76944591,-79.45918,43.769459999999896,Bayhampton Crt / Cedar Springs Grv,001,M3H 5K8,35202564
12293,70565198,-79.51988,43.70567,Church St / Grattan St,001,M3L 1A1,35202090
12294,72463037,-79.30372,43.72469,Eglinton Ave E / Cranborne Ave,001,M4A 2M2,35204054
12296,71633605,-79.36055999999991,43.71638,Brentcliffe Rd / Divadale Dr,001,M4G 2L8,35202694
12300,62845572,-79.55726,43.628409999999896,HWY 427 / Dundas St W / Dundas W 427 C S Ramp,1,M9C 5L6,35204891
12305,65123953,-79.39534,43.6513,Sullivan St / Huron St,002,M5T 2C7,35200864
12307,67213312,-79.3313,43.67212,Bloomfield Ave / Prust Ave,B01,M4M 2A1,35200696
12308,82142925,-79.2925,43.82143,Copthorne Ave / Port Royal Trl,001,M1V 4R1,35200112
12309,71394337,-79.43377,43.71398,Coldstream Ave / Dalemount Ave,001,M6B 4L5,35202276
12310,70024288,-79.42883,43.7003,Eglinton Ave W / Rostrevor Rd,001,M6C 2C5,35204169
12312,66314404,-79.44041,43.66316,Wallace Ave / Brock Ave,001,M6H 1V4,35200965
12313,77983950,-79.39501,43.77989,Estelle Ave / Dunforest Ave,001,M2N 3H5,35200363
12314,77252328,-79.23283,43.77252,Dolly Varden Blvd / Brimorton Dr,001,M1H 2J4,35203373
12318,69403756,-79.37562,43.69404,Heath St E / Lumley Ave,1,M4G 1C7,35202770
12320,61404891,-79.48916,43.61404,Lake Shore Blvd W / Primrose Ave,1,M8V 1C5,35204688
12321,72355296,-79.52963000000001,43.72355,Highbury Rd / Sunset Trl,1,M9M 2K3,35204952
12322,75913183,-79.31831,43.75914,Combermere Dr / Pynford Cres,1,M3A 2X2,35200418
12323,68464111,-79.41117,43.68463,St Clair Ave W / Spadina Rd,1,M5P 2X9,35204545
12332,77054327,-79.43279,43.7705599999999,Horsham Ave / Cobden St,001,M2N 1Z5,35204319
12340,63884006,-79.40065,43.63884,Bathurst St / Fort York Blvd,1,M5V 0G7,35203157
12341,72484239,-79.42394,43.72483,Cranbrooke Ave / Ledbury St,001,M5M 4K1,35202128
12342,63204195,-79.4195199999999,43.63201,Princes' Blvd / Ontario Dr / Martin Goodman Trl,1,M6K 3C3,35204873
12343,71694134,-79.4134699999999,43.71694,Avenue Rd / Glengrove Ave W,001,M5N 2H9,35202379
12344,66564086,-79.40868,43.66568,Bloor St W / Howland Ave / Borden St,001,M5S 1Y2,35201029
12345,75615952,-79.59524,43.756159999999895,Gihon Spring Dr / Kidron Valley Dr,001,M9V 3Z5,35203031
12346,79862625,-79.26257,43.79867,McCowan Rd / Middlefield Rd / Huntingwood Dr,1,M1S 3J1,35203630
12349,67033909,-79.39093000000001,43.67032,Cumberland St / Bellair St,1,M5S 1M1,35204603
12352,76974108,-79.41081,43.769729999999896,Doris Ave / Empress Ave,1,M2N 6T3,35204198
12353,77823653,-79.36532,43.778290000000005,Leslie St / Nymark Ave,1,M2J 2K9,35200292
12355,66503543,-79.35434000000001,43.66505,Gerrard St E / Munro St,B01,M4M 2B3,35204573
12356,71653373,-79.3373199999999,43.71655,Don Mills Rd / St Dennis Dr,003,M3C 1C3,35202735
12357,70255730,-79.57300000000001,43.70258,Belfield Rd / McCulloch Ave,001,M9W 1B3,35204479
12359,67034119,-79.41197,43.67038,Albany Ave / Wells St,001,M5R 3G6,35201064
12360,79563115,-79.31155,43.79562,Bridletowne Crcl / Lord Sydenham Crt,003,M1W 2S2,35200203
12361,68693113,-79.31132,43.68695,Strathmore Blvd / Cedarvale Ave,003,M4C 1K3,35200596
12362,78691693,-79.16938,43.78691,Deep Dene Dr / Acland Cres,001,M1C 1B6,35203691
12363,67924105,-79.41056,43.67923,Walmer Rd / Castle View Ave,B01,M5R 1X9,35202809
12364,79963104,-79.31042,43.799690000000005,Tambrook Dr / L'Amoreaux Dr,001,M1W 2S2,35200203
12365,72385669,-79.56699,43.723859999999895,Crowland Dr / Moncrieff Dr,001,M9W 2S4,35201830
12366,74715574,-79.55744,43.74718,Brubeck Rd / Ardwick Blvd,001,M9M 1W2,35201869
12367,66654275,-79.4275699999999,43.66652,Ossington Ave / Essex St,001,M6G 3V5,35200992
12368,75465625,-79.56255,43.75463,Goldsboro Rd / Gracedale Blvd,996,M9L 2C1,35201886
12371,67233218,-79.32186,43.6723099999999,Gerrard St E / Ashdale Ave,001,M4L 1Y9,35200691
12373,68034143,-79.41439,43.68034,Wells Hill Ave / Nina St,001,M5R 3E6,35201079
12376,66595632,-79.56323,43.66598,Antioch Dr / Upminster Cres,001,M9B 5Y7,35201711
12378,73855229,-79.52295,43.73856,Honeywood Rd / Lomar Dr,001,M9M 2L4,35201900
12380,64913841,-79.38410999999991,43.64919,Adelaide St W / York St,B01,M5H 3M7,35200855
12381,73662929,-79.29293,43.7367,Muldrew Ave / Lingarde Dr,001,M1R 1Y1,35200437
12383,69384990,-79.49902,43.69388,Touchstone Dr / Millennium Dr,001,M6M 4C4,35205052
12384,82023076,-79.30768,43.820209999999896,Canongate Trl / Ockwell Manor Dr,001,M1V 2Y6,35204778
12385,67554420,-79.44208,43.675540000000005,Dufferin St / Auburn Ave,B01,M6H 3L9,35201150
12387,65624017,-79.40175,43.656279999999896,Ellen Ave / Oxford St,002,M5T 2G6,35200895
12389,71464981,-79.49811,43.71463,Hysel Rd / Lawnside Dr,1,M6L 2E5,35201952
12390,68314580,-79.4580199999999,43.6831,Caledonia Rd / Rogers Rd,001,M6E 4T5,35204553
12391,74812103,-79.21030999999991,43.74818,Scarborough Golf Club Rd / Gatesview Ave,002,M1J 3G4,35204329
12392,76115263,-79.52634,43.76113,Wheatsheaf Cres / Checkers Crt,001,M3N 1X1,35202058
12397,67134671,-79.4671,43.67136,Keele St / Lloyd Ave / Keele - Mulock Parkette Trl,001,M6N 3E2,35201381
12398,76273023,-79.30235,43.76273,Japonica Rd / Budea Cres,B01,M1R 4K1,35203577
12399,64564432,-79.44321,43.6456,Sorauren Ave / Fern Ave,001,M6R 2G6,35201353
12400,64403757,-79.3757699999999,43.6440599999999,Lake Shore Blvd E / Yonge St / Lake Shore Blvd W,026,M5J 1J5,35204896
12404,69465173,-79.51735,43.69461,Waterton Rd / Tilden Cres,001,M9N 1W2,35204414
12409,73745582,-79.55827,43.73742,Thistle Down Blvd / Bentwick Cres,002,M9V 1H8,35204378
12410,59945235,-79.5235199999999,43.59949,Elder Ave / Twenty Fourth St,997,M8V 3M1,35201564
12411,72815746,-79.57466,43.72814,Kipling Ave / Brookmere Rd / Westhumber Blvd,002,M9W 4L4,35201842
12413,66293457,-79.34579000000001,43.66297,Wardell St / Cummings St,001,M4M 3G9,35203190
12414,70094255,-79.42556,43.70099,Bathurst St / Eglinton Ave W,1,M6C 2C2,35204169
12415,80022803,-79.28035,43.80023,Crockamhill Dr / Chartland Blvd S,1,M1S 2R7,35200087
12417,74432575,-79.25755,43.74431,Deerfield Rd / Deerfield Pl,1,M1K 4X5,35203411
12418,65655417,-79.54178,43.65658,Kipling Ave / Bywood Dr,1,M9A 1N4,35201703
12419,80032781,-79.2782,43.80036,Shellamwood Trl / Chartland Blvd S,1,M1S 2R7,35200087
12421,66834202,-79.42029000000001,43.66834,Christie St / Essex St,1,M6G 1T3,35200987
12422,64175545,-79.5545,43.64179,Cronin Dr / Friendly Dr,1,M9B 2A8,35201647
12430,72834579,-79.45796,43.72837,Dufferin St / Dufferin St N 401 C W Ramp,1,M3K 1E3,35202152
12431,63145523,-79.55234,43.631440000000005,The East Mall / East Mall Cres,001,M9B 6J1,35204890
12432,70282707,-79.27078,43.70281,Danforth Rd / Seminoff St,002,M1K 1N3,35203502
12435,75355050,-79.5051,43.75359,Derrydown Rd / Keegan Cres,B01,M3J 1G6,35202025
12437,80833618,-79.36183,43.80839,Edgar Woods Rd / Cherrystone Dr,B01,M2H 2E4,35202481
12438,61825576,-79.55767,43.61822,Manstor Rd / North Queen St,1,M9C 1A8,35204891
12439,76765459,-79.54597,43.76768,Weston Rd / Garyray Dr,1,L4L 4Y6,35190254
12442,65123640,-79.36403,43.65127,Front St E / Berkeley St,1,M5A 4J5,35204923
12444,70644653,-79.46531,43.70643,Caledonia Rd / Glengrove Ave,1,M6B 3Y1,35202296
12449,72215784,-79.5784,43.72218,Porterfield Rd / Amoro Dr,001,M9W 4S7,35203098
12450,61614953,-79.49531,43.61612,Cavell Ave / Blue Goose St,002,M8V 1P1,35204685
12451,75602290,-79.22906,43.75602,Daphne Rd / Eastpark Blvd / Cedarbrook Park Trl,1,M1H 3A1,35203610
12454,76851888,-79.18881999999991,43.76851,Kingston Rd / Falaise Rd,001,M1E 2N3,35204287
12456,69832716,-79.2717,43.6984,Mystic Ave / Milne Ave,1,M1L 3W5,35203509
12457,65264492,-79.44921,43.65263,Golden Ave / Dundas St W,002,M6R 1W9,35201357
12458,66074542,-79.45423000000001,43.66074,Abbott Ave / Dundas St W,002,M6P 1W9,35201362
12459,73474464,-79.44644,43.73475,Wilson Ave / Faywood Blvd,005,M3H 2Z1,35202152
12460,75575037,-79.50376,43.75573,Dundee Dr / Conamore Cres,001,M3J 1G6,35202025
12462,67554035,-79.4036,43.67559,Dupont St / St George St,002,M5R 2E6,35201044
12463,72373794,-79.37949,43.72371,Bayview Ave / Hargrave Lane / Armistice Dr,1,M4N 3M5,35204265
12464,68574413,-79.44138000000001,43.68577,Glenholme Ave / Holland Park Ave,999,M6E 3N4,35201127
12465,72294788,-79.47885,43.72294,HWY 401 / Keele St S 401 C E Ramp,1,M6L 3E7,35204391
12468,66894977,-79.49775,43.6689,Mildred Ave / Eileen Ave,999,M6N 1W9,35201255
12469,68942639,-79.2639,43.68945,Birchcliff Ave / Kingsbury Cres,001,M1N 1S2,35203253
12471,74673034,-79.30341,43.74674,Brian Ave / Gooderham Dr,1,M1R 2H7,35200430
12472,69834956,-79.49569,43.69839,The Wishbone / Hearst Crcl,001,M6M 4C4,35205052
12474,66934927,-79.49278000000001,43.66939,Jane St / Pritchard Ave,B01,M6N 1S9,35201253
12477,76553021,-79.3021699999999,43.76558,Warden Ave / Lupin Dr,1,M1R 4K1,35203577
12480,75792674,-79.26745,43.75795,Midland Ave / Dorcot Ave,999,M1P 2S1,35203404
12482,69553396,-79.33965,43.69557,Don Mills Rd / O'Connor Dr,1,M4J 3S1,35203867
12483,76223959,-79.39595,43.7622,Glendora Ave / Craigmore Cres,998,M2N 3A8,35204910
12484,75892895,-79.28952,43.758959999999895,Birchmount Rd / Vauxhall Dr,1,M1P 2E3,35203566
12485,77363264,-79.32642,43.7736,Settlers Rd / Atria Blvd / Lansing Sq,1,M2J 4Y1,35204905
12486,68614208,-79.42087,43.68619,Maplewood Ave / Raglan Ave,006,M6C 4B3,35204533
12487,69674547,-79.45475,43.69678,Bowie Ave / Hartley Ave,001,M6E 2H8,35202241
12494,78573573,-79.35734000000001,43.78575,Shaughnessy Blvd / Van Horne Ave,B01,M2J 2S8,35200294
12495,70694179,-79.41798,43.706990000000005,Roselawn Ave / Wingate Pl,002,M5N 2R1,35202939
12496,72964147,-79.41478000000001,43.72962,Elm Rd / St Germain Ave,1,M5M 3Y8,35202389
12498,70975282,-79.52823000000001,43.709790000000005,Meadow Oak Pl / West Oak Cres,002,M9N 3V9,35201920
12499,66913433,-79.34338000000001,43.66915,Victor Ave / Carlaw Ave,001,M4K 3H9,35203830
12502,76655034,-79.50347,43.76657,Cook Rd / Troyer Ave,B01,M3J 3L3,35204106
12504,73965366,-79.53662,43.73963,Bradstock Rd / Habitant Dr,999,M9M 2T9,35201905
12505,82442930,-79.29302,43.82444,Highbridge Pl / Port Royal Trl / Duxbury Dr,001,M1V 4R1,35200112
12509,64294362,-79.43626,43.642959999999896,West Lodge Ave / Seaforth Ave,B01,M6K 3L2,35204657
12510,66004634,-79.46345,43.660070000000005,Hillsview Ave / Mavety St,003,M6P 1J5,35201372
12513,61934981,-79.49816,43.61939,Portland St / Windsor St,B01,M8Y 2R3,35204681
12516,76594961,-79.49614,43.76591,Leitch Ave / Murray Ross Pkwy,001,M3J 3G3,35204014
12517,66903365,-79.33659,43.66902,Gerrard St E / Galt Ave,001,M4M 1Z3,35200703
12520,69672722,-79.27223000000001,43.69676,Medford Ave / Butterworth Ave,001,M1L 3W5,35203509
12521,70812957,-79.2957199999999,43.70819,Victoria Park Ave / Glencrest Blvd,001,M1L 1T4,35203523
12522,77384430,-79.44301,43.77386,Bathurst St / Finch Ave W,001,M2R 1N2,35202551
12523,78441332,-79.1332,43.784459999999896,Golders Green Ave / East Ave,1,M1C 3L6,35203729
12527,71104256,-79.42566,43.71107,Forest Wood / Lytton Blvd,1,M6B 3B1,35202322
12531,76083396,-79.3396,43.76084,Karen Rd / Camwood Cres,1,M3A 3L6,35200400
12534,59565283,-79.5283,43.59567,Lake Shore Blvd W / Twenty Ninth St,001,M8W 1N2,35201569
12535,64964110,-79.411,43.64968,Claremont St / Ln S Dundas W Manning / Bellwoods Pl,001,M6J 1V9,35200881
12538,64414188,-79.41886,43.6442,Queen St W / Ossington Ave / Lower Ossington Ave,B01,M6J 2Z4,35201442
12539,61715522,-79.55223000000001,43.6172,HWY 427 / 427 X S Gardiner X E Ramp / 427 C S Browns Li Ramp / 427 C S Qew X W Ramp,1,M9C 1A7,35204891
12541,72345077,-79.50774,43.72344,Westcliffe Rd / Dana Ave,B01,M3M 1V1,35201964
12544,69352699,-79.26993,43.693540000000006,Kalmar Ave / Hollis Ave,001,M1N 3J7,35203257
12545,59585276,-79.52762,43.59581,Lake Shore Blvd W / Twenty Eighth St,001,M8W 1N2,35201569
12547,71044663,-79.46638,43.71049,Caledonia Rd / Marcia Ave,1,M6A 1E1,35202293
12550,79312710,-79.27104,43.79311,Brimley Rd / Dennett Dr,001,M1S 1R6,35200218
12552,70855085,-79.50853000000001,43.70859,Uphill Ave / Church St,999,M5V 1M7,35204894
12555,74635881,-79.5881699999999,43.74631,Silverstone Dr / Mount Olive Dr,B01,M9V 2C9,35203064
12556,67225807,-79.58077,43.67222,HWY 427 / 427 N 401 C W Ramp,1,M9W 5E7,35204479
12559,76922222,-79.22223000000001,43.76925,Barlow Rd / Hiscock Blvd,001,M1G 1Y9,35203355
12562,81902912,-79.2912,43.81908,Port Royal Trl / Radwell Cres,001,M1V 2G8,35204151
12563,79703208,-79.32086,43.79703,Huntingdale Blvd / Birchcrest Crt,001,M1W 1S8,35200162
12565,71053132,-79.31324000000001,43.71055,Cranfield Rd / Waterman Ave,001,M4B 3H1,35204360
12567,67883596,-79.35961999999991,43.67881,Cambridge Ave / Ozark Cres,001,M4K 2R6,35200744
12568,71184393,-79.43935,43.71183,Glengrove Ave / Shermount Ave,002,M6B 2H5,35202272
12569,75083996,-79.39964,43.75083,Lower Links Rd / Tournament Dr / Tournament Park Trl,001,M2N 0C2,35204909
12570,75573738,-79.37383,43.75577,Vernham Ave / Farrington Dr,B01,M2L 1V9,35200386
12571,68695812,-79.58128,43.68698,Highway 27 N / 27 N Dixon E Ramp,1,M9W 1J3,35204479
12573,71253696,-79.36966,43.71257,Eglinton Ave E / Rumsey Rd,1,M4G 3N8,35202646
12579,69103151,-79.31513000000001,43.69109,Woodbine Ave / Sammon Ave,1,M4C 1J9,35200596
12581,80363913,-79.3913599999999,43.80364,Tarbert Rd / Covewood St,002,L3T 1A8,35190426
12582,65894004,-79.40047,43.65897,Spadina Ave / Spadina Cres,001,M5S 2K2,35200905
12583,70792922,-79.29228,43.7079,Dawes Rd / Westbourne Ave,999,M1L 1V6,35203522
12584,75144987,-79.49873000000001,43.75143,Clayhall Cres / Gambello Cres,B01,M3J 1G6,35202025
12586,70844860,-79.48601,43.70845,Manresa Lane / Wyndale Dr,001,M6L 1L3,35204397
12587,69443441,-79.3441199999999,43.69445,O'Connor Dr / Elmsdale Rd,001,M4J 3S1,35203867
12592,64855501,-79.55018000000001,43.64852,Burnhamthorpe Rd / Burnelm Dr,B01,M9B 4N3,35201649
12594,67813979,-79.398,43.67816,Avenue Rd / Macpherson Ave,1,M4V 2G9,35202811
12595,77442535,-79.25355,43.7744,Borough Dr / Town Centre Crt,1,M1P 0B2,35204863
12600,74033826,-79.38265,43.740359999999896,Bayview Ave / Country Lane,1,M2L 0A3,35204047
12604,70274173,-79.41738000000001,43.70272,Eglinton Ave W / Chaplin Cres,001,M5N 2N1,35202265
12609,69755016,-79.50166,43.69755,Trethewey Dr / Arena St,003,M6M 4C4,35205052
12613,64935571,-79.55718,43.64935,Keane Ave / Park Manor Dr / Glen Meadow Crt,999,M9B 3Z9,35204252
12616,62125254,-79.5255,43.62123,The Queensway / Stock Ave,1,M8Z 1S2,35201667
12619,69314420,-79.44206,43.69315,Vaughan Rd / Bansley Ave,1,M6E 2Y8,35202237
12621,64704079,-79.40795,43.647079999999896,Euclid Ave / Euclid Pl,003,M6G 1A6,35200912
12622,66863907,-79.39072,43.66864,Sultan St / St Thomas St,1,M5S 1M1,35204603
12624,70243615,-79.36158,43.702459999999896,Millwood Rd / Southvale Dr,999,M4G 1X6,35202768
12626,79211568,-79.15688,43.79211,Kingston Rd / Valmount Ave,001,M1C 1K9,35203748
12628,75891975,-79.19758,43.75897,Kingston Rd / Overture Rd / Payzac Ave,001,M1E 5B3,35203324
12630,67473966,-79.39661,43.67472,Avenue Rd / Davenport Rd,003,M5R 2H6,35204091
12633,76981916,-79.19168,43.76982,Rodda Blvd / Westcroft Dr,001,M1E 1X5,35203766
12635,79153442,-79.3442,43.79152,Baroness Cres / Medaca St,1,M2J 2W6,35200302
12639,69154437,-79.44376,43.69157,Glenholme Ave / Bansley Ave,001,M6E 2A2,35202232
12645,65423578,-79.35783,43.65429,Eastern Ave / Sumach St,B01,M5A 3C9,35203176
12649,69054445,-79.44455,43.690540000000006,Lauder Ave / Amherst Ave,B01,M6E 2Y8,35202237
12650,82242739,-79.27399,43.8225,McCowan Rd / Alton Towers Crcl,002,M1V 5E3,35204141
12653,78392347,-79.23472,43.78393,Markham Rd / 401 C E Markham Rd N Ramp,1,M1H 2Z1,35204984
12654,76715485,-79.54855,43.767109999999896,Irondale Dr / Garyray Dr,1,L4L 4Y5,35190254
12656,74435219,-79.52197,43.74433,Laura Rd / Snowood Crt,1,M3N 1C2,35202072
12658,71754376,-79.43769,43.7175,Lawrence Ave W / Varna Dr,1,M6A 1B1,35202279
12662,79632978,-79.29782,43.79636,Norcap Ave / Castle Hill Dr,1,M1T 3C6,35200147
12672,75212962,-79.2962199999999,43.752179999999896,Rossford Rd / Manhattan Dr,1,M1R 2R9,35203572
12674,63964522,-79.45229,43.63965,The Queensway / Claude Ave,002,M6R 2V4,35201320
12675,69334862,-79.4862199999999,43.69331,Todd Baylis Blvd / Industry St,1,M6M 5E6,35201217
12676,74274897,-79.48978000000001,43.74276,Sunfield Rd / Dellview Way,1,M3M 2W9,35205017
12677,75883202,-79.32021,43.75881,Parkwoods Village Dr / Vanity Crt,B01,M3A 2X2,35200418
12679,76193285,-79.32857,43.76192,Fenside Dr / Lynedock Cres,1,M3A 2W1,35204042
12681,72132813,-79.2813099999999,43.721309999999896,Manville Rd / Malley Rd,1,M1L 2H6,35204989
12682,73695413,-79.54135,43.73693,Coral Gable Dr / Hibiscus Crt,001,M9M 1S3,35201904
12683,65344001,-79.4002,43.65344,Kensington Ave / Fitzroy Ter,001,M5T 2K2,35200892
12684,65924386,-79.43867,43.659209999999895,Bloor St W / Brock Ave,1,M6H 1N4,35200946
12685,63245183,-79.5184,43.63249,Islington Ave / Thomas Fisher Dr,1,M8Z 4P8,35201665
12689,73432219,-79.22198,43.73435,Kingston Rd / Mason Rd,001,M1M 3N8,35203286
12691,67672867,-79.2867199999999,43.67674,Pine Ave / Silver Birch Ave,B01,M4E 1G2,35203236
12692,71752929,-79.29294,43.71759,Leahurst Dr / Fairbourne Cres,1,M1L 2X1,35203528
12693,65603935,-79.3935099999999,43.656009999999895,Baldwin St / Henry St,001,M5T 1L1,35200898
12695,67563058,-79.3059,43.6757,Kingston Rd / Elmer Ave,B01,M4L 1T9,35203891
12697,68365339,-79.53397,43.683690000000006,Russell Rd / Manorhampton Dr,001,M9P 3N3,35201806
12698,80393142,-79.31428000000001,43.80399,La Peer Blvd / Westwater Dr / Calora Crt,001,M1W 2K1,35204282
12700,66734909,-79.49098000000001,43.66732,St Clair Ave W / French Ave,999,M6N 4A7,35201253
12701,75615640,-79.56407,43.75612,Navenby Cres / Rubydale Gdns,1,M9L 2E3,35201885
12702,71125287,-79.52873000000001,43.71128,Meadow Oak Pl / West Oak Cres,001,M9N 3V9,35201920
12703,67634609,-79.46093,43.67638,Howick Ave / Silverthorn Ave,002,M6N 2Z4,35201170
12705,65414531,-79.45313,43.65418,Alhambra Ave / Radford Ave,001,M6R 3A9,35201406
12707,69694054,-79.40541,43.69695,Avenue Rd / Hillholm Rd,001,M5P 1A6,35202932
12709,69794243,-79.42434,43.69795,Bathurst St / Ava Rd,001,M6C 2C2,35204169
12710,74623058,-79.30584,43.74621,Brian Ave / Pharmacy Ave,001,M1R 2H7,35200430
12711,66063788,-79.3788699999999,43.66067,Church St / McGill St,996,M5B 2A2,35205061
12715,74674444,-79.44443000000001,43.74675,Almore Ave / Marwill St,001,M3H 2K2,35202113
12717,64875399,-79.53994,43.648790000000005,Goswell Rd / Prennan Ave,996,M9B 1T6,35201654
12718,79003597,-79.35978,43.790040000000005,Bracken Fernway / Slender Fernway,001,M2J 2W3,35200298
12719,68544380,-79.43806,43.68546,Oakwood Ave / Earlsdale Ave,001,M6E 2V3,35204516
12727,77263387,-79.33879,43.77264,HWY 404 / 401 W 404 Ramp,1,M2J 0B3,35204905
12729,65193777,-79.37776,43.651959999999896,Richmond St E / Victoria St,B01,M5C 2T6,35204995
12734,69425319,-79.53191,43.69429,Royal York Rd / Yorkleigh Ave,001,M9P 3B6,35202973
12735,78084698,-79.46982,43.780840000000005,Dufferin St / Dolomite Dr,1,M3H 5S4,35202098
12737,64304248,-79.4248,43.64302,Queen St W / Beaconsfield Ave,1,M6J 1J4,35204908
12738,70614775,-79.47751,43.7061799999999,Keele St / Colville Rd,1,M6M 2L7,35204460
12739,75284827,-79.48274,43.75285,Sheppard Ave W / Tuscan Gt,1,M3J 1M7,35202098
12740,77343895,-79.38958000000001,43.77348,Bayview Ave / Princess Ave,1,M2N 3H5,35200363
12743,70523614,-79.36148,43.70527,Laird Dr / Esandar Dr,1,M4G 3V2,35202688
12744,78821474,-79.14748,43.78821,Lawson Rd / Brumwell St,1,M1C 2A2,35203722
12745,74746349,-79.63494,43.747440000000005,Albion Rd / Claireport Cres,1,M9W 6P7,35203047
12750,64483822,-79.3822699999999,43.64482,York St / Station St,001,M5J 1E3,35200855
12751,75862387,-79.23878,43.75867,Ben Stanton Blvd / Benfrisco Cres / Benprice Crt,1,M1H 1A4,35204303
12754,76063585,-79.3585,43.76065,Duncan Mill Rd / Lesmill Rd,1,M3B 2S7,35200389
12759,75984900,-79.49008,43.75983,Keele St / Toro Rd,001,M3J 1N6,35202098
12762,68204665,-79.46654000000001,43.68206,Rogers Rd / Kane Ave,001,M6N 2B5,35201199
